S.No,Title,Date,Time,Venue,Room/Hall,Speakers,Description,Knowledge Partners
494,AI for Inclusive and Resilient Agricultural Food Systems,20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,L1 Meeting Room No. 18,"Dr. Arun Pratihast, Wageningen University & Research; Dr. Dejan Jakovljevic, FAO; H.E. Harry Verweij, Kingdom of the Netherlands; H.E. Mathias Cormann, OECD; Mr. Nezar Patria, Communications and Digital Affairs of the Republic of Indonesia; Ms. Audrey Plonk, Science Technology and Innovation (STI); Ms. Debjani Ghosh, NITI Frontier Hub","This session by the Ministry of the Netherlands will explore how artificial intelligence can enable more sustainable, resilient, and responsible agricultural supply chains. It will examine AI use in farm-level efficiency, risk management, sustainability reporting, and trusted data sharing. The discussion will emphasize inclusive approaches that support small farmers and SMEs in lower-income countries to meet sustainability requirements, protect data, and access global agricultural markets.",Government of the Netherlands
495,Capacity Building in Digital Health,20 Feb 2026,2:30 PM - 3:30 PM,Bharat Mandapam,West Wing Room No. 6,"Col. (Dr.) Sarvjeet Kaur, Indian Nursing Council; Dr. Rajeev Singh Raghuvanshi, CDSCO, Govt. of India; Dr. Suresh Yadav, The Commonwealth; Mr. Aneesh Chopra, Government of the United States, under President Barack Obama; Mr. Zaw Ali Khan, Criterion Tech","Artificial Intelligence has rapidly achieved technical maturity across its first two developmental levels, yet organizational maturity has not kept pace. This panel examines the critical gap between AI capability and institutional readiness. It will explore how targeted capacity building, across leadership, workforce, governance, and processes, can unlock AI's full value. The discussion focuses on activating impact from the bottom of the value chain, ensuring AI adoption translates into measurable outcomes rather than isolated technological success.",Health Parliament
496,"Keynote Session: Kiran Mazumdar-Shaw, Chairperson, Biocon Group",20 Feb 2026,2:44 PM - 2:56 PM,Bharat Mandapam,L3 Plenary Hall,,,
497,Panel Discussion,20 Feb 2026,2:58 PM - 3:38 PM,Bharat Mandapam,L3 Plenary Hall,"Sanjeev Bikhchandani, Founder & Executive Vice Chairman, Info Edge (India); Ravi Venkatesan, Founder, Global Alliance for Mass Entrepreneurship; Deepak Bagla, Mission Director, Atal Innovation Mission; Radhicka Kapoor, Senior Employment Specialist, Decent Work Team for South Asia, International Labour Organization; Moderator; Shereen Bhan, Managing Editor, CNBC-TV18",,
498,Democratizing AI Resources Bridging the Global Infrastructure Divide - Leadership Talk,20 Feb 2026,3:30 PM,Sushma Swaraj Bhavan,Nalanda Banquet,"Dr. Angela Lusigi, UNDP India; Himanshu Nivsarkar, Kotak Mahindra Bank; Janet Joseph, Mercedes-Benz R&D India; Priyanka Ravala, T-Hub; Takuro Takeuchi, JICA India","A high-level, solutions-focused dialogue connecting multilaterals, industry and 
innovation ecosystems to deploy responsible AI at scale for inclusive growth and 
measurable public benefit.",T-Hub Foundation
499,From Silicon to Society: Power Transitions in the AI Century,20 Feb 2026,3:30 PM,Bharat Mandapam,L3 Plenary Hall,"Brad Smith, Microsoft Corporation; Ebba Busch, Deputy Prime Minister and Minister for Energy & Business, Sweden; Omar Al Olama, Minister of State for AI, Digital Economy and Remote Work Applications, UAE; Paula Ingabire, Minister of ICT and Innovation, Rwanda; Sameer Nigam, PhonePe; Sriram Krishnan, White House","A public discussion on how power is evolving in the age of artificial intelligence, exploring shifts in economic value, institutional strength, and societal trust. It examines how influence may emerge through control of technical infrastructure, large-scale adoption, and the development of shared norms and rules. The conversation highlights changing centers of impact and responsibility as AI becomes more deeply integrated into society.",Observer Research Foundation
500,"Stakeholder Workshop (World Economic Forum): Advancing Safe, Secure and Trustworthy AI Governance",20 Feb 2026,3:30 PM - 4:30 PM,Bharat Mandapam,L1 Meeting Room No. 15,"Agustina Callegari, World Economic Forum; Cathy Li, World Economic Forum; Samira Gazzane, World Economic Forum","This semi-private stakeholder dialogue will convene senior public- and private-sector leaders for a focused discussion on advancing practical AI governance. Building on the principles of the Hiroshima AI Process and other global frameworks, the session will explore how shared commitments to safe, secure, and trustworthy AI can be translated into actionable, regionally relevant governance approaches that enable innovation and protect societal interests, as well as strategies for building resilient AI innovation ecosystems through regional collaboration.... Read More",World Economic Forum
501,Small AI for Big Impact,20 Feb 2026,3:30 PM - 4:30 PM,Bharat Mandapam,L1 Meeting Room No. 10,"Aisha Walcott-Bryant, Google Research Africa; Alpan Raval, Wadhwani AI; Antoine Tesniere, PariSanté Campus; Illango Patchamuthu, Strategy and Operations (Digital & AI), World Bank Group; Wassim Hamidouche, Microsoft AI for Good Lab; Zameer Brey, Gates Foundation","Small AI is essential for scaling solutions in the Global South via data-efficient computing, low-resource datasets, and localized edge inference. Grounded in responsible, local contexts, this session provides a roadmap for ML practitioners in India and beyond to achieve scale. Through a technical lens, we examine how affordable, scalable AI deployment can advance UN Sustainable Development Goals (SDGs), offering global leadership and technical insights into driving meaningful social impact through localized, accessible technology.",Wadhwani AI
502,Exploring a Regulatory Framework for Open Data,20 Feb 2026,3:30 PM - 4:30 PM,Bharat Mandapam,West Wing Room 4 A,"Arun Prabhu, Cyril Amarchand Mangaldas; Cyril Shroff, Cyril Amarchand Mangaldas; Dr Shashi Tharoor, Lok Sabha; Dr. Sasmit Patra, Rajya Sabha, India; Prof.  (Dr.) C. Raj Kumar, O.P. Jindal Global University; Rama Vedashree,","Open data is becoming a core pillar of the global AI ecosystem, enabling innovation, evidence-based policymaking, and improved public service delivery. While high-quality datasets are essential for advanced AI, their governance poses complex challenges. This panel examines the opportunities and challenges presented by executive and sector-specific measures, and statutory frameworks for open data. Bringing together policymakers, legal experts, and industry the discussion will explore balancing openness with safeguards, and innovation with accountability.... Read More",Cyril Amarchand Mangaldas
503,"The AI-Cyber Nexus: A Strategic Dialogue on Global Security, Trust, and Governance",20 Feb 2026,3:30 PM - 4:30 PM,Sushma Swaraj Bhavan,Chanakya Auditorium,"Alejandro Mayoral Banos, Access Now; Jacobo Castellanos, Technology Threats and Opportunities at WITNESS; John Muthuri Kathure, Tech Global Institute; Karen Hao, Author of the best-selling book ""Empire of AI""; Lea Kaspar, Global Partners Digital; Maria Paz Canales, Global Partners Digital; Raman Jit Singh Chima, Access Now; Udbhav Tiwari, Signal","This session, will apply the triad of Confidentiality, Integrity, and Availability (CIA) to the complex challenges posed by large language models (LLMs) and Agentic AI. It will present learnings from technology developers, civil society, policymakers, and diplomats that can provide an informed, fact-based approach to how cybersecurity policy and AI governance are interconnected.",Access Now
504,Designing Health AI for Bharat - A Billion Clinical Realities,20 Feb 2026,3:30 PM - 4:30 PM,Bharat Mandapam,L1 Meeting Room No. 14,"Karthik Adapa, WHO; Kiran Gopal Vaska, NHA; Ms. Aswathy S., IAS, Department of Health & Family Welfare; Prof. Rajendra Pratap Gupta, Parliament Health; Prof. Rajendra Pratap Gupta, Parliament Health; Shalini Kapoor, Ek Step Foundation","As AI is integrated more closely into indian health care, this discussion brings together pioneers across technology, public systems, and deep last-mile knowledge, public systems and last mile delivery. The session will study ground realities in the Health-AI space. Drawing on institutional memory and frontier innovation, the session explores how Artificial Intelligence must evolve with people, infrastructure and ecosystems to deliver resilient and inclusive health outcomes at population scale.",Eka Care
505,"Sovereign AI for India: Designing the Nation's Future Compute, Data and Innovation Ecosystem",20 Feb 2026,3:30 PM - 4:30 PM,Bharat Mandapam,West Wing Room 4 B,"Ankit Bose, Nasscom AI; Bhaskar Gorti, Tata Communications; Breno Melo, Genspark; Kalyan Kumar, HCLSoftware; Prof. Ganesh Ramakrishnan, Bharat Gen","This panel will explore how India can build sovereign AI capabilities across compute, data, models, and governance to reduce dependence on foreign systems while aligning AI development with national priorities and constitutional values. The discussion will examine the democratization of AI resources, trusted governance frameworks, affordable national compute infrastructure, India-centric datasets, responsible AI practices, and ways to strengthen India's voice in global AI standards and negotiations.",Nasscom
506,"Making AI for everyone: The case for personal, local, multilingual AI",20 Feb 2026,3:30 PM - 4:30 PM,Bharat Mandapam,L1 Meeting Room No. 7,"Andrew Tergis, Current AI; Anne Bouverot, Government of France; Ayah Bdeir, Current AI; Martin Tisné, Current AI; Shailendra Pal Singh, Bhashini; Shailendra Pal Singh, Bhashini; Shri. Abhishek Singh, Meity, GoI; Shri. Amitabh Nag, Bhashini; Sushant Kumar, Kalpa Impact","This session will look at a collaborative build, i.e. a local AI device platform that empowers communities to create their own AI tools, in their own language, for their own needs, with complete privacy and control; and a video projection of the build in use. It will also include a fireside chat between AI leaders, and a high-level dialogue between senior delegation of French and Indian officials. Jointly these interventions will explore a multilingual, public-interest AI ecosystem.",Current AI
507,From Research to Industry: Building Foundational Large Language Models for High-Stakes Uses in the Real World,20 Feb 2026,3:30 PM - 4:30 PM,Bharat Mandapam,L1 Meeting Room No. 19,"Eun Jae (Jessie) Baek, Thomson Reuters; Jonathan Richard Schwarz, Thomson Reuters; Zak Brown, Thomson Reuters","This session will examine how robust and trustworthy artificial intelligence can be built for high-stakes professional use cases that support economic growth and social good. It will explore how domain-specific research, rigorous evaluation, and collaboration between industry and academia enable safe and scalable AI. The discussion will focus on moving from pilots to real-world deployment through strong governance, reliability, and inclusive design across sectors.",Thomson Reuters
